Values
254960.0
279429.0
463243.0
260914.0
260874.0
432804.0
409789.0
330711.0
246007.0
292760.0
279875.0
265865.0
333599.0
362417.0
428043.0
293859.0
213330.0
330695.0
342578.0
326573.0
260063.0
313755.0
336349.0
288249.0
485847.0
312503.0
447597.0
302430.0
277550.0
269081.0
272170.0
334737.0
305167.0
206600.0
270285.0
291808.0
598869.0
322218.0
312788.0
249865.0
292307.0
280916.0
201598.0
320569.0
373291.0
250110.0
290066.0
245740.0
446681.0
386977.0
400084.0
244162.0
258568.0
315337.0
301412.0
287137.0
203277.0
266621.0
331127.0
204500.0
463120.0
299517.0
370349.0
247140.0
275707.0
226056.0
390703.0
329995.0
207514.0
243461.0
290385.0
262527.0
350885.0
209045.0
234926.0
249535.0
275131.0
342680.0
353033.0
331062.0
253276.0
242300.0
202081.0
285989.0
396340.0
309299.0
271981.0
319074.0
363564.0
423807.0
471760.0
253204.0
350394.0
247256.0
254537.0
241452.0
368953.0
296560.0
297509.0
494227.0
272620.0
417961.0
346600.0
305409.0
251684.0
339614.0
263069.0
250203.0
214191.0
246787.0
272311.0
445946.0
383520.0
354342.0
293424.0
432248.0
410843.0
226819.0
274355.0
274044.0
327740.0
236689.0
279958.0
216937.0
397306.0
371089.0
237441.0
443070.0
245876.0
258860.0
290763.0
257004.0
422319.0
279744.0
286171.0
242760.0
269736.0
384489.0
283107.0
279708.0
204177.0
248493.0
267453.0
214127.0
267225.0
292253.0
284876.0
359640.0
276650.0
296305.0
474885.0
339658.0
266901.0
235771.0
263145.0
297799.0
249180.0
243582.0
247633.0
259235.0
275336.0
375607.0
455972.0
356888.0
256101.0
240772.0
212933.0
352084.0
262343.0
273199.0
320001.0
267943.0
289209.0
506165.0
425425.0
360032.0
238549.0
242922.0
269494.0
341467.0
253928.0
421062.0
277065.0
348429.0
209849.0
444581.0
304117.0
317216.0
250766.0
264293.0
298700.0
265037.0
185229.0
395536.0
293640.0
328884.0
333761.0
501744.0
322250.0
397325.0
330737.0
178778.0
387847.0
315383.0
241353.0
298570.0
279168.0
225557.0
498891.0
526800.0
466431.0
341560.0
304404.0
279843.0
441175.0
370021.0
244626.0
323975.0
256355.0
284285.0
326872.0
377451.0
352504.0
357685.0
204579.0
245150.0
336424.0
282183.0
236398.0
336183.0
362587.0
414042.0
302940.0
323953.0
315551.0
543859.0
240633.0
224121.0
312218.0
316195.0
277320.0
296372.0
245498.0
261915.0
321859.0
347690.0
368656.0
319680.0
261553.0
233346.0
346809.0
379676.0
267592.0
393670.0
267676.0
258320.0
274889.0
371164.0
301197.0
216555.0
235676.0
272546.0
326457.0
373779.0
257410.0
330640.0
473756.0
270635.0
225797.0
433356.0
346816.0
337027.0
235079.0
396384.0
230571.0
481954.0
205901.0
371519.0
244412.0
389534.0
226270.0
415506.0
313820.0
295554.0
240475.0
212941.0
258618.0
420055.0
253713.0
327740.0
291598.0
251601.0
375296.0
357838.0
255140.0
281448.0
256856.0
248390.0
244564.0
249688.0
257404.0
454722.0
352380.0
262839.0
479521.0
392909.0
285490.0
285364.0
200469.0
261197.0
176109.0
368886.0
189050.0
368987.0
339127.0
309528.0
458154.0
350385.0
290816.0
259248.0
254691.0
224963.0
223040.0
582714.0
236881.0
249643.0
253679.0
269939.0
325028.0
332410.0
311805.0
255004.0
248874.0
295597.0
287705.0
501629.0
254663.0
269100.0
251732.0
314492.0
294939.0
315452.0
212764.0
239484.0
267361.0
304140.0
553626.0
337616.0
289027.0
266311.0
264506.0
376237.0
446992.0
247581.0
256042.0
279820.0
292052.0
551749.0
197595.0
244790.0
435694.0
370786.0
297968.0
252131.0
234183.0
